iso,glottocode,language_name,glotto_level,macroarea,latitude,longitude,dist2ocean,dist2lakes,dist2rivers,dist2water,climate_PC1,climate_PC2,log_popSize,altitude,longitude_original,family_code,family
syb,cent2089,Central Subanen,language,Papunesia,8.12701,123.018,13512,39050,37023,13512,2.64,-0.847,11.849,293,123.018,aust1307,Austronesian
tgt,cent2090,Central Tagbanwa,language,Papunesia,10.6519,119.338,6811,27149,118715,6811,2.465,0.736,7.601,119,119.338,aust1307,Austronesian
plc,cent2091,Central Palawano,language,Papunesia,8.77013,117.838,16424,79274,147201,16424,1.768,0.947,9.393,52,117.838,aust1307,Austronesian
sml,cent2092,Central Sama,language,Papunesia,7.004574,118.455978,17354,12134,100069,12134,2.742,-0.111,11.408,0,118.455978,aust1307,Austronesian
zbc,cent2098,Central Berawan,language,Papunesia,3.97194,114.565,61460,6296,6296,6296,4.873,-2.456,7.313,37,114.565,aust1307,Austronesian
dtp,cent2100,Central Dusun,language,Papunesia,6.02998,116.681,40868,46083,43459,40868,2.219,-1.844,11.857,1200,116.681,aust1307,Austronesian
mel,cent2101,Central Melanau,language,Papunesia,2.524086,111.346451,7624,70678,11335,7624,3.994,-1.09,11.635,20,111.346451,aust1307,Austronesian
lbk,cent2292,Central Bontoc,language,Papunesia,17.08,120.92,54251,10190,19625,10190,1.054,-1.694,9.883,1183,120.92,aust1307,Austronesian
cha,cham1312,Chamorro,language,Papunesia,13.438011,144.74474,3397,7673,1815718,3397,2.962,-0.244,11.043,41,144.74474,aust1307,Austronesian
mrn,chek1238,Cheke Holo,language,Papunesia,-8.27055,159.625,19958,105006,132774,19958,3.835,-2.043,9.287,296,159.625,aust1307,Austronesian
cje,chru1239,Chru,language,Eurasia,11.6625,108.529,39945,10105,44627,10105,-0.262,-0.053,9.868,919,108.529,aust1307,Austronesian
chk,chuu1238,Chuukese,language,Papunesia,7.346993,151.598607,20310,32995,1365618,20310,4.802,-2.238,10.734,0,151.598607,aust1307,Austronesian
cia,ciac1237,Cia-Cia,language,Papunesia,-5.68289,122.791,15602,48031,135313,15602,1.672,0.768,11.277,0,122.791,aust1307,Austronesian
mkx,cina1236,Cinamiguin Manobo,language,Papunesia,9.1793,124.721,7355,8599,3720,3720,2.203,-0.88,10.192,0,124.721,aust1307,Austronesian
kzj,coas1294,Coastal Kadazan,language,Papunesia,5.77065,116.063,19224,5289,8573,5289,3.115,-0.752,0,123,116.063,aust1307,Austronesian
kjc,coas1295,Coastal Konjo,language,Papunesia,-5.41532,120.304,23864,22648,26229,22648,2.316,0.419,11.736,63,120.304,aust1307,Austronesian
coa,coco1260,Cocos Islands Malay,language,Papunesia,-12.193342,96.833679,9371,37036,1076480,9371,2.53,-0.376,6.908,0,96.833679,aust1307,Austronesian
liw,coll1240,Col,language,Papunesia,-3.52245,103.451,115599,108247,41195,41195,3.858,-1.204,11.884,98,103.451,aust1307,Austronesian
mta,cota1241,Cotabato Manobo,language,Papunesia,6.39417,124.234,31243,54576,36213,31243,1.92,-1.593,10.309,1015,124.234,aust1307,Austronesian
cyo,cuyo1237,Cuyonon,language,Papunesia,10.3201,119.3,11292,8164,87765,8164,1.888,1.325,11.72,13,119.3,aust1307,Austronesian
kzf,daak1235,Da'a Kaili,language,Papunesia,-1.21051,119.527,23953,20807,47307,20807,2.637,-0.915,10.915,89,119.527,aust1307,Austronesian
dij,daii1240,Dai,language,Papunesia,-7.55894,129.687,19379,284971,309949,19379,1.955,0.567,6.709,0,129.687,aust1307,Austronesian
bpa,daka1243,Dakaka,language,Papunesia,-16.2696,168.013,14867,6741,121062,6741,2.014,-1.216,7.09,284,168.013,aust1307,Austronesian
dkk,dakk1238,Dakka,language,Papunesia,-3.33671,119.235,22039,92645,11887,11887,2.507,-0.177,7.313,155,119.235,aust1307,Austronesian
dac,damb1246,Dambi,language,Papunesia,-7.00587,146.474,39570,46824,31308,31308,1.065,-0.692,5.858,1102,146.474,aust1307,Austronesian
dms,damp1237,Dampelas,language,Papunesia,0.70234,120.219,16245,39533,75172,16245,2.081,-0.47,7.601,205,120.219,aust1307,Austronesian
dro,daro1239,Daro-Matu Melanau,language,Papunesia,2.54435,111.536,11442,67124,8503,8503,4.094,-1.242,8.936,20,111.536,aust1307,Austronesian
daw,dava1245,Davawenyo,language,Papunesia,7.22613,126.458,16481,42381,13394,13394,3.088,-0.962,11.898,385,126.458,aust1307,Austronesian
dww,dawa1242,Dawawa,language,Papunesia,-10.1692,149.999,491,102966,74725,491,2.31,-2.676,7.824,734,149.999,aust1307,Austronesian
ddw,dawe1237,Dawera-Daweloor,language,Papunesia,-7.76324,130.06,15320,317902,341496,15320,2.073,0.702,7.147,0,130.06,aust1307,Austronesian
dhv,dehu1237,Dehu,language,Papunesia,-20.8892,167.229,18301,136210,114689,18301,0.631,-0.6,9.473,43,167.229,aust1307,Austronesian
row,dela1251,Dela-Oenale,language,Papunesia,-10.8469,122.852,5390,4834,163197,4834,1.06,1.969,8.854,30,122.852,aust1307,Austronesian
dnk,deng1253,Dengka,language,Papunesia,-10.7866,122.946,10616,1911,151727,1911,1.08,1.948,9.903,59,122.946,aust1307,Austronesian
nfa,dhao1237,Dhao,language,Papunesia,-10.8098,122.658,14074,22040,173651,14074,1.013,2.133,8.517,0,122.658,aust1307,Austronesian
mbd,diba1242,Dibabawon Manobo,language,Papunesia,7.85664,126.018,44564,12420,28282,12420,4.097,-1.669,9.21,115,126.018,aust1307,Austronesian
duy,dica1235,Dicamay Agta,language,Papunesia,17.8846,121.606,27644,4384,4384,4384,1.457,1.056,0,67,121.606,aust1307,Austronesian
ddi,diod1237,Diodio,language,Papunesia,-9.38654,150.168,20200,52530,116236,20200,2.638,-2.939,7.687,474,150.168,aust1307,Austronesian
dix,dixo1238,Dixon Reef,language,Papunesia,-16.3267,167.516,21260,9887,93932,9887,1.903,-1.476,3.912,534,167.516,aust1307,Austronesian
kvo,dobe1238,Dobel,language,Papunesia,-6.32531,134.638,14396,18956,21963,14396,2.513,-0.264,8.645,34,134.638,aust1307,Austronesian
dob,dobu1241,Dobu,language,Papunesia,-9.63239,150.825,23160,26378,170652,23160,3.366,-1.673,9.21,30,150.825,aust1307,Austronesian
dgg,doga1238,Doga,language,Papunesia,-9.63698,149.841,26132,88859,70901,26132,2.307,0.099,5.298,107,149.841,aust1307,Austronesian
dok,dond1249,Dondo,language,Papunesia,0.80348,120.707,10596,17983,23887,10596,2.505,-0.439,9.473,249,120.707,aust1307,Austronesian
dor,dori1246,Dori'o,language,Papunesia,-9.11536,160.897,1798,38143,61374,1798,4.106,-2.108,7.787,178,160.897,aust1307,Austronesian
dup,duan1242,Duano,language,Papunesia,1.56829,103.36,23482,19396,2890,2890,3.471,-1.283,9.616,11,103.36,aust1307,Austronesian
dva,duau1237,Duau,language,Papunesia,-10.187,151.218,17920,100505,208265,17920,4.865,-2.764,8.175,0,151.218,aust1307,Austronesian
nke,duke1237,Duke,language,Papunesia,-7.97768,157.064,8727,11268,363313,8727,4.514,-4.334,7.745,970,157.064,aust1307,Austronesian
duf,dumb1241,Dumbea,language,Papunesia,-22.0947,166.531,4434,15150,5552,4434,0.397,-1.487,7.605,660,166.531,aust1307,Austronesian
dmv,dump1242,Dumpas,language,Papunesia,5.93483,117.419,24081,77958,9643,9643,4.571,-1.591,0,14,117.419,aust1307,Austronesian
duo,dupa1235,Dupaninan Agta,language,Papunesia,17.3748,122.188,29700,16303,34951,16303,2.264,-0.332,7.09,406,122.188,aust1307,Austronesian
mvp,duri1242,Duri,language,Papunesia,-3.37081,119.871,35765,54935,29825,29825,2.572,-2.041,11.752,617,119.871,aust1307,Austronesian
dsn,dusn1237,Dusner,language,Papunesia,-2.73859,134.391,13978,77017,42700,13978,3.181,-1.472,0,209,134.391,aust1307,Austronesian
duw,dusu1267,Dusun Witu,language,Papunesia,-1.57408,114.979,137664,10272,3400,3400,3.786,-1.417,8.517,43,114.979,aust1307,Austronesian
duq,dusu1269,Dusun Malang,language,Papunesia,-0.85277,115.392,131820,81893,49412,49412,3.933,-1.891,8.412,128,115.392,aust1307,Austronesian
dun,dusu1271,Dusun Deyah,language,Papunesia,-1.95514,115.578,71208,37415,67183,37415,3.368,-1.078,9.903,61,115.578,aust1307,Austronesian
gve,duwe1237,Duwet,language,Papunesia,-6.45752,146.841,57143,14155,9141,9141,1.801,-1.318,5.991,1263,146.841,aust1307,Austronesian
mky,east2440,East Makian,language,Papunesia,0.07337,127.423,6398,71083,370028,6398,2.595,-0.418,9.903,0,127.423,aust1307,Austronesian
omb,east2443,East Ambae,language,Papunesia,-15.3523,167.89,12216,3707,79193,3707,2.694,-3.398,8.517,615,167.89,aust1307,Austronesian
fud,east2447,East Futuna,language,Papunesia,-14.278717,181.862778,14524,231517,309773,14524,4.079,-2.181,8.189,0,-178.137222,aust1307,Austronesian
vme,east2462,East Masela,language,Papunesia,-8.13455,129.873,11394,290326,312164,11394,1.987,0.885,6.254,0,129.873,aust1307,Austronesian
tre,east2465,East Tarangan,language,Papunesia,-6.76213,134.288,19195,48578,9548,9548,2.312,0.08,8.718,43,134.288,aust1307,Austronesian
dmr,east2472,East Damar,language,Papunesia,-7.16991,128.636,22551,206533,228834,22551,1.465,0.61,7.937,217,128.636,aust1307,Austronesian
bnj,east2482,Eastern Tawbuid,language,Papunesia,12.8968,121.177,38646,27965,36990,27965,1.657,-1.481,8.88,1361,121.177,aust1307,Austronesian
pez,east2485,Eastern Penan,language,Papunesia,4.5915,114.584,15397,8448,8424,8424,4.348,-1.71,9.21,43,114.584,aust1307,Austronesian
zbe,east2486,East Berawan,language,Papunesia,3.96098,114.606,65976,10781,10781,10781,5.04,-2.603,7.003,26,114.606,aust1307,Austronesian
cjm,east2563,Eastern Cham,language,Eurasia,11.2853,108.49,3727,17296,5403,3727,0.536,1.502,11.197,132,108.49,aust1307,Austronesian
elu,eluu1241,Elu,language,Papunesia,-1.99841,147.101,12082,42766,339989,12082,4.99,-2.762,5.394,74,147.101,aust1307,Austronesian
mmw,emae1237,Emae,language,Papunesia,-17.052,168.399,19709,29999,212401,19709,2.426,-1.39,5.991,347,168.399,aust1307,Austronesian
emb,emba1238,Embaloh,language,Papunesia,1.3156,112.63,144737,37865,15931,15931,3.692,-2.142,9.21,341,112.63,aust1307,Austronesian
emw,empl1237,Emplawas,language,Papunesia,-8.03209,129.721,15276,275313,297916,15276,1.931,0.691,5.521,0,129.721,aust1307,Austronesian
end,ende1246,Ende,language,Papunesia,-8.70998,121.555,9014,28605,27674,9014,0.452,0.703,11.608,376,121.555,aust1307,Austronesian
eno,engg1245,Enggano,language,Papunesia,-5.38846,102.245,21194,138433,117090,21194,4.178,-1.645,7.313,0,102.245,aust1307,Austronesian
ptt,enre1239,Enrekang,language,Papunesia,-3.53848,119.66,32283,48614,6764,6764,2.276,-1.428,10.82,263,119.66,aust1307,Austronesian
twp,eree1241,Ere,language,Papunesia,-2.15569,147.083,14778,43623,323634,14778,4.841,-3.018,6.937,71,147.083,aust1307,Austronesian
erw,erok1237,Erokwanas,language,Papunesia,-2.83746,132.705,8850,138230,75782,8850,3.476,-1.334,5.298,137,132.705,aust1307,Austronesian
etn,eton1255,Eton (Vanuatu),language,Papunesia,-17.74,168.549,21863,7418,283966,7418,2.192,-1.136,6.215,16,168.549,aust1307,Austronesian
faf,faga1239,Fagani,language,Papunesia,-10.4479,161.662,9141,77418,15023,9141,4.394,-3,6.802,132,161.662,aust1307,Austronesian
azt,fair1238,Faire Atta,language,Papunesia,17.9808,121.436,40918,24941,14416,14416,1.755,0.39,5.704,276,121.436,aust1307,Austronesian
far,fata1245,Fataleka,language,Papunesia,-8.59041,160.861,19247,87099,103043,19247,4.265,-2.974,8.81,455,160.861,aust1307,Austronesian
fij,fiji1243,Fijian,language,Papunesia,-18,178.33,21759,28270,12132,12132,2.892,-2.283,12.707,172,178.33,aust1307,Austronesian
fil,fili1244,Filipino,language,Papunesia,12.265,123.464,18349,11569,17302,11569,2.379,0.184,17.034,164,123.464,aust1307,Austronesian
frd,ford1242,Fordata,language,Papunesia,-7.28902,131.511,19592,227118,321724,19592,1.76,0.942,10.82,55,131.511,aust1307,Austronesian
frt,fort1240,Kiai,language,Papunesia,-15.4484,166.931,3777,18976,11852,3777,2.928,-2.545,6.109,474,166.931,aust1307,Austronesian
fut,futu1245,Futuna-Aniwa,language,Papunesia,-19.5303,170.215,22051,264479,443444,22051,1.303,-1.123,7.313,0,170.215,aust1307,Austronesian
fwa,fwai1237,Fwâi,language,Papunesia,-20.6873,164.901,12878,16251,7799,7799,0.972,-1.199,7.528,361,164.901,aust1307,Austronesian
gdg,gada1258,Ga'dang,language,Papunesia,17.2238,121.455,91018,34763,1397,1397,1.309,0.533,8.7,349,121.455,aust1307,Austronesian
gad,gadd1244,Gaddang,language,Papunesia,16.5468,121.177,78776,20884,10808,10808,1.266,0.606,10.309,316,121.177,aust1307,Austronesian
gar,gale1257,Galeya,language,Papunesia,-9.54137,150.836,17010,22834,174581,17010,3.56,-2.295,7.871,176,150.836,aust1307,Austronesian
gal,galo1243,Galoli-Talur,language,Papunesia,-8.61074,125.959,19868,31167,2584,2584,0.891,0.851,9.473,567,125.959,aust1307,Austronesian
gnq,gana1277,Gana,language,Papunesia,5.57583,116.145,13011,26496,16949,13011,1.661,-1.805,7.601,930,116.145,aust1307,Austronesian
gzn,gane1237,Gane,language,Papunesia,-0.42618,127.976,21320,60104,311853,21320,1.997,-0.322,7.972,111,127.976,aust1307,Austronesian
gga,gaoo1237,Gao,language,Papunesia,-8.35163,159.789,9441,109916,118944,9441,3.894,-1.649,7.107,64,159.789,aust1307,Austronesian
pwg,gapa1238,Gapapaiwa,language,Papunesia,-9.73317,149.854,18284,90094,66488,18284,2.221,0.194,8.006,52,149.854,aust1307,Austronesian
gay,gayo1244,Gayo,language,Papunesia,4.3733,97.3456,63087,42976,63887,42976,0.676,-1.385,12.612,1558,97.3456,aust1307,Austronesian
gei,gebe1237,Gebe,language,Papunesia,-0.07877,129.424,22336,119757,223618,22336,2.982,-0.537,7.882,12,129.424,aust1307,Austronesian
gdd,geda1237,Gedaged,language,Papunesia,-5.18175,145.781,6121,31173,9599,6121,4.067,-1.526,8.846,54,145.781,aust1307,Austronesian
nlg,gela1263,Gela,language,Papunesia,-9.04587,160.186,7376,42015,41017,7376,3.415,-1.107,9.384,88,160.186,aust1307,Austronesian
ges,gese1240,Geser-Gorom,language,Papunesia,-3.8016,130.701,7416,200161,201923,7416,2.71,-0.667,10.505,102,130.701,aust1307,Austronesian
ghn,ghan1242,Ghanongga,language,Papunesia,-8.02035,156.552,15417,26089,413055,15417,5.089,-3.424,7.828,0,156.552,aust1307,Austronesian
gri,ghar1239,Ghari,language,Papunesia,-9.4791,159.917,6995,16356,13650,6995,2.845,-0.698,9.401,365,159.917,aust1307,Austronesian
bmk,ghay1237,Ghayavi,language,Papunesia,-10.011,149.84,24438,104909,57301,24438,2.073,-0.509,7.941,184,149.84,aust1307,Austronesian
bgi,gian1241,Giangan,language,Papunesia,6.99967,125.359,29698,16078,20768,16078,1.853,-1.473,10.915,1111,125.359,aust1307,Austronesian
gil,gilb1244,Gilbertese,language,Papunesia,-1.34,176.44,5233,7758,1688569,5233,2.521,0.719,10.973,0,176.44,aust1307,Austronesian
gip,gimi1242,Gimi (West New Britain),language,Papunesia,-6.02464,149.478,35127,62834,3974,3974,4.219,-1.809,8.216,90,149.478,aust1307,Austronesian
ggt,gitu1237,Gitua,language,Papunesia,-6.0151,147.485,9963,53893,63517,9963,2.779,-1.238,6.633,97,147.485,aust1307,Austronesian
goo,gone1237,Gone Dau,language,Papunesia,-16.5886,178.599,13435,21050,21050,13435,2.541,-0.738,6.537,0,178.599,aust1307,Austronesian
goq,gora1261,Gorap,language,Papunesia,2.13058,128.261,9838,53212,474714,9838,2.582,-0.318,6.908,37,128.261,aust1307,Austronesian
goc,gora1262,Gorakor,language,Papunesia,-6.85564,146.579,32026,41704,30009,30009,1.132,-1.207,7.916,864,146.579,aust1307,Austronesian
gor,goro1259,Gorontalo,language,Papunesia,0.62689,122.288,17057,39592,26183,17057,1.881,-0.822,13.816,467,122.288,aust1307,Austronesian
gmb,gula1270,Gula'alaa,language,Papunesia,-8.74742,161.023,12258,64636,99845,12258,4.551,-2.285,7.359,0,161.023,aust1307,Austronesian
gvs,guma1254,Gumawana,language,Papunesia,-9.28497,150.762,20472,26135,177818,20472,3.748,-1.942,6.153,0,150.762,aust1307,Austronesian
grw,gwed1239,Gweda,language,Papunesia,-10.2173,150.421,9529,84322,120969,9529,3.159,-1.553,3.258,52,150.421,aust1307,Austronesian
hbu,habu1241,Habu,language,Papunesia,-8.76565,125.965,10936,17285,6726,6726,0.808,-0.683,7.901,764,125.965,aust1307,Austronesian
aek,haek1239,Haeke,language,Papunesia,-21.0735,164.869,8841,50728,1760,1760,0.568,-0.493,5.704,61,164.869,aust1307,Austronesian
hah,haho1237,Hahon,language,Papunesia,-5.59031,154.801,14072,68442,350848,14072,3.705,-2.271,7.17,155,154.801,aust1307,Austronesian
hgw,haig1237,Haigwai,language,Papunesia,-10.2741,150.256,16019,96681,102825,16019,2.757,-0.914,6.966,98,150.256,aust1307,Austronesian
hji,haji1235,Haji,language,Papunesia,-5.07781,104.714,58110,73071,67557,58110,2.436,-0.861,9.77,361,104.714,aust1307,Austronesian
hao,hako1237,Hakö,language,Papunesia,-5.06832,154.594,18745,128712,322043,18745,3.796,-1.452,8.517,19,154.594,aust1307,Austronesian
hla,hali1244,Halia,language,Papunesia,-5.26603,154.662,10064,106281,330737,10064,3.737,-1.408,9.903,99,154.662,aust1307,Austronesian
lml,hano1246,Hano,language,Papunesia,-15.5432,168.167,18289,37465,107913,18289,2.588,-1.615,8.78,0,168.167,aust1307,Austronesian
hnn,hanu1241,Hanunoo,language,Papunesia,12.4159,121.221,10932,43392,17217,10932,3.201,0.201,9.473,229,121.221,aust1307,Austronesian
hro,haro1237,Haroi,language,Eurasia,13.2201,108.995,25263,9664,22608,9664,0.512,0.985,10.463,378,108.995,aust1307,Austronesian
hrk,haru1244,Haruku,language,Papunesia,-3.57029,128.476,11836,49445,47942,11836,4.107,-1.567,9.809,164,128.476,aust1307,Austronesian
hvk,have1241,Haveke,language,Papunesia,-21.0249,164.753,6595,51966,13635,6595,0.309,-0.478,5.704,233,164.753,aust1307,Austronesian
haw,hawa1245,Hawaiian,language,Papunesia,19.6297,204.57,29293,49003,37427,29293,-2.55,-3.049,7.601,2106,-155.43,aust1307,Austronesian
heg,helo1243,Helong,language,Papunesia,-10.2647,123.377,17936,23128,77639,17936,1.233,2.091,9.547,20,123.377,aust1307,Austronesian
llf,herm1237,Hermit,language,Papunesia,-1.52891,145.075,18142,270580,263762,18142,4.719,-2.558,0,0,145.075,aust1307,Austronesian
mba,higa1237,Higaonon,language,Papunesia,8.61202,125.071,26484,50665,31765,26484,1.784,-3.231,10.309,1673,125.071,aust1307,Austronesian
kjk,high1275,Highland Konjo,language,Papunesia,-5.26559,119.928,39520,32042,25823,25823,1.88,-3.389,11.918,1294,119.928,aust1307,Austronesian
hil,hili1240,Hiligaynon,language,Papunesia,10.4018,122.974,18728,3780,7880,3780,2.606,0.342,15.568,71,122.974,aust1307,Austronesian
htu,hitu1239,Hitu,language,Papunesia,-3.57478,128.186,10883,19726,50690,10883,3.701,-1.534,9.68,64,128.186,aust1307,Austronesian
hiw,hiww1237,Hiw,language,Papunesia,-13.1391,166.556,17553,134225,230849,17553,5.572,-4.09,5.011,0,166.556,aust1307,Austronesian
mrk,hmwa1243,Hmwaveke,language,Papunesia,-20.9246,164.768,16941,42480,7219,7219,0.32,-0.84,5.298,413,164.768,aust1307,Austronesian
hoa,hoav1238,Hoava,language,Papunesia,-8.19679,157.595,22869,22818,300095,22818,4.714,-2.491,6.131,34,157.595,aust1307,Austronesian
hot,hote1245,Hote,language,Papunesia,-7.07708,146.869,9767,27980,24876,9767,1.203,-1.489,7.741,1670,146.869,aust1307,Austronesian
hti,hoti1237,Hoti of East Seram,language,Papunesia,-3.0083,130.168,18550,113449,111449,18550,3.403,-1.131,2.303,17,130.168,aust1307,Austronesian
hov,hovo1239,Hobongan,language,Papunesia,0.9841,113.897,228204,109918,79374,79374,2.521,-3.642,6.908,1282,113.897,aust1307,Austronesian
hud,huau1237,Huaulu,language,Papunesia,-2.95835,129.202,18713,50909,51477,18713,2.906,-1.018,5.704,107,129.202,aust1307,Austronesian
huw,huku1237,Hukumina,language,Papunesia,-3.274,126.194,21925,42868,87764,21925,0.413,-3.644,0,1498,126.194,aust1307,Austronesian
hul,hula1239,Hula,language,Papunesia,-9.99427,147.705,26443,22672,13103,13103,1.244,0.548,8.083,28,147.705,aust1307,Austronesian
huk,hulu1246,Hulung,language,Papunesia,-2.87389,128.587,12954,18105,49486,12954,2.474,-1.272,2.303,472,128.587,aust1307,Austronesian
iai,iaai1238,Iaai,language,Papunesia,-20.6301,166.59,11535,141607,111467,11535,0.336,-0.223,8.314,0,166.59,aust1307,Austronesian
yml,iama1237,Iamalele,language,Papunesia,-9.45005,150.573,14436,7928,151183,7928,2.986,-2.63,7.937,398,150.573,aust1307,Austronesian
ibl,ibal1244,Ibaloi,language,Papunesia,16.4263,120.695,33244,6219,6219,6219,1.428,-0.671,11.617,967,120.695,aust1307,Austronesian
iba,iban1264,Iban,language,Papunesia,2.09041,112.934,85816,22653,11214,11214,4.586,-2.746,13.397,181,112.934,aust1307,Austronesian
ibg,iban1267,Ibanag,language,Papunesia,17.4201,121.891,40383,18535,9217,9217,1.55,0.911,13.122,96,121.891,aust1307,Austronesian
ivb,ibat1238,Ibatan,language,Papunesia,18.9398,121.909,14305,71826,64249,14305,2.522,-0.605,7.123,173,121.909,aust1307,Austronesian
dbj,idaa1241,Ida'an,language,Papunesia,5.29059,118.515,17771,38330,28500,17771,3.475,-1.076,7.313,41,118.515,aust1307,Austronesian
idt,idat1237,Idaté,language,Papunesia,-8.76258,125.832,25535,12014,7764,7764,0.809,-0.992,9.51,883,125.832,aust1307,Austronesian
viv,idun1242,Iduna,language,Papunesia,-9.34361,150.24,17875,46215,125419,17875,2.638,-2.939,8.7,1147,150.24,aust1307,Austronesian
iff,ifoo1237,Ifo,language,Papunesia,-18.7668,169.007,17038,125813,406532,17038,0.924,-0.57,0,65,169.007,aust1307,Austronesian
ila,ilea1237,Ile Ape,language,Papunesia,-8.38636,123.442,17521,68618,123299,17521,0.994,1.337,9.616,167,123.442,aust1307,Austronesian
mbi,ilia1236,Ilianen Manobo,language,Papunesia,7.34448,124.766,51981,14559,33821,14559,2.401,-0.17,9.589,144,124.766,aust1307,Austronesian
